!CSV A.01.01
!Keysight Technologies,N5222B,MY57181103,A.13.55.04
!Date: Friday, July 24, 2026 15:22:37
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S31(DB),S31(DEG),S11(DB),S11(DEG),S33(DB),S33(DEG)
11059818317.419,-22.917933,111.85333,-13.883179,-169.31767,-13.024578,-79.106873
11059818324.933,-22.84819,111.15482,-13.90436,-169.31935,-13.032204,-79.173836
11059818332.447,-22.84976,111.73711,-13.932196,-169.19057,-13.011701,-79.18222
11059818339.961,-22.805157,111.99122,-13.948838,-169.159,-12.995141,-79.249954
11059818347.474,-22.798582,112.0998,-13.933596,-168.98933,-12.998094,-79.392479
11059818354.988,-22.796612,112.06675,-13.94471,-169.16382,-12.975898,-79.267601
11059818362.502,-22.741577,112.05927,-13.918377,-169.14082,-12.996004,-79.20385
11059818370.016,-22.777151,111.98799,-13.930644,-169.10997,-12.981941,-79.311928
11059818377.53,-22.825871,111.55074,-13.899869,-169.22554,-12.981968,-79.207581
11059818385.044,-22.883886,111.57317,-13.908338,-169.24066,-13.010232,-79.270119
11059818392.557,-22.928297,111.74558,-13.909294,-169.45581,-13.007631,-79.264648
11059818400.071,-22.955523,111.27923,-13.890811,-169.44029,-13.020535,-79.163338
11059818407.585,-22.895124,111.46376,-13.862066,-169.48898,-12.996987,-79.070084
11059818415.099,-22.925579,111.4882,-13.87632,-169.48012,-13.033195,-79.120132
11059818422.613,-22.914118,111.56444,-13.905241,-169.42252,-13.006411,-79.209854
11059818430.126,-22.861071,111.67241,-13.899432,-169.37486,-12.978731,-79.385124
11059818437.64,-22.838696,112.1551,-13.904353,-169.28088,-12.974694,-79.360413
11059818445.154,-22.821802,111.91448,-13.90582,-169.19611,-12.972546,-79.433968
11059818452.668,-22.861834,111.4603,-13.892215,-169.33855,-12.946681,-79.400574
11059818460.182,-22.868275,111.77332,-13.900413,-169.22778,-12.960422,-79.39357
11059818467.695,-22.904495,111.54736,-13.891126,-169.37741,-12.968719,-79.447777
11059818475.209,-22.944202,111.04488,-13.879889,-169.5676,-12.968639,-79.389969
11059818482.723,-23.020828,111.33851,-13.88698,-169.72659,-12.982979,-79.402084
11059818490.237,-22.948381,111.13361,-13.865504,-169.75487,-12.994452,-79.105476
11059818497.751,-22.939035,111.3075,-13.87727,-169.6846,-12.988393,-79.234161
11059818505.265,-23.045238,111.00624,-13.874871,-169.80063,-12.979698,-79.349167
11059818512.778,-23.030792,111.34394,-13.888349,-169.65793,-12.984931,-79.23024
11059818520.292,-22.955517,111.36798,-13.886796,-169.61987,-12.985449,-79.205254
11059818527.806,-22.938841,111.4399,-13.895403,-169.44597,-12.962513,-79.526855
11059818535.32,-22.90848,111.28522,-13.918379,-169.36682,-12.925808,-79.384972
11059818542.834,-22.919561,111.53821,-13.886337,-169.54881,-12.950881,-79.462906
11059818550.347,-22.931267,111.24847,-13.883064,-169.60992,-12.949755,-79.563019
11059818557.861,-22.958326,111.34486,-13.865677,-169.5251,-12.946609,-79.482483
11059818565.375,-22.97971,111.5162,-13.863149,-169.70352,-12.961659,-79.338966
11059818572.889,-23.003832,110.97658,-13.870887,-169.80083,-12.965772,-79.306458
11059818580.403,-23.030348,110.66722,-13.858779,-169.91438,-12.966004,-79.338921
11059818587.916,-23.140797,110.62048,-13.860644,-170.03761,-12.979607,-79.3965
11059818595.43,-23.088963,110.44208,-13.857422,-169.88017,-12.959674,-79.326477
11059818602.944,-23.040781,111.20781,-13.83884,-169.97942,-12.997476,-79.279037
11059818610.458,-23.051754,111.39079,-13.884762,-169.78191,-12.973959,-79.421303
11059818617.972,-23.03772,111.18804,-13.865634,-169.60297,-12.943066,-79.399704
11059818625.486,-22.958996,111.31802,-13.856287,-169.68126,-12.948009,-79.568108
11059818632.999,-23.022551,111.2394,-13.869411,-169.68091,-12.921803,-79.464508
11059818640.513,-22.98908,111.41237,-13.881851,-169.74069,-12.941098,-79.446518
11059818648.027,-23.01832,111.02021,-13.870042,-169.65546,-12.906154,-79.464149
11059818655.541,-23.035355,110.84528,-13.860893,-169.78375,-12.932671,-79.470299
11059818663.055,-23.075041,110.67194,-13.856888,-169.97856,-12.972031,-79.464027
11059818670.568,-23.132774,110.56511,-13.839693,-170.00562,-12.932582,-79.459694
11059818678.082,-23.130436,110.28308,-13.840961,-170.23099,-12.947205,-79.519531
11059818685.596,-23.13007,110.61904,-13.83587,-170.22255,-12.952712,-79.397583
11059818693.11,-23.141676,110.39464,-13.834601,-170.06429,-12.937131,-79.42189
11059818700.624,-23.102757,110.81032,-13.822895,-170.03966,-12.946819,-79.494896
11059818708.137,-23.062578,110.5047,-13.833318,-169.95451,-12.938728,-79.404587
11059818715.651,-23.080132,110.97193,-13.834848,-169.86218,-12.913461,-79.558182
11059818723.165,-23.074179,110.86802,-13.856019,-169.98987,-12.897868,-79.614151
11059818730.679,-23.018145,110.84764,-13.865913,-169.78046,-12.916137,-79.517448
11059818738.193,-23.118698,110.73773,-13.871572,-169.8909,-12.924326,-79.508835
11059818745.707,-23.019352,111.01641,-13.839694,-169.92416,-12.926082,-79.499046
11059818753.22,-23.124922,110.52816,-13.822683,-170.13475,-12.931837,-79.548439
11059818760.734,-23.1507,110.08633,-13.831144,-170.09874,-12.930283,-79.440659
11059818768.248,-23.142443,110.37703,-13.814839,-170.32245,-12.951456,-79.462074
11059818775.762,-23.198484,109.90491,-13.814199,-170.3129,-12.929412,-79.554886
11059818783.276,-23.20999,110.14067,-13.826428,-170.2787,-12.946168,-79.384117
11059818790.789,-23.165482,110.20426,-13.814995,-170.2924,-12.942667,-79.464569
11059818798.303,-23.148834,110.58891,-13.815107,-170.25883,-12.946236,-79.47113
11059818805.817,-23.115864,110.49881,-13.819382,-170.06961,-12.918722,-79.579758
11059818813.331,-23.05415,110.5295,-13.84007,-169.9962,-12.907474,-79.624069
11059818820.845,-23.11079,110.77278,-13.837182,-170.04874,-12.888048,-79.588341
11059818828.358,-23.121334,110.58892,-13.836072,-170.10513,-12.902883,-79.608215
11059818835.872,-23.141125,110.66504,-13.837242,-170.03999,-12.900082,-79.652878
11059818843.386,-23.134714,110.32922,-13.814692,-170.07889,-12.898491,-79.589096
11059818850.9,-23.170614,110.07755,-13.811029,-170.27155,-12.902887,-79.629021
11059818858.414,-23.189426,110.3139,-13.801541,-170.36073,-12.920243,-79.607895
11059818865.928,-23.209812,109.70327,-13.799946,-170.55846,-12.908812,-79.429375
11059818873.441,-23.27006,109.89587,-13.818217,-170.62672,-12.910355,-79.426445
11059818880.955,-23.297392,109.90657,-13.807454,-170.41383,-12.909668,-79.541061
11059818888.469,-23.207151,110.14836,-13.818791,-170.53668,-12.913357,-79.456963
11059818895.983,-23.24761,110.22069,-13.823463,-170.32465,-12.899953,-79.618172
11059818903.497,-23.180931,110.301,-13.823992,-170.27122,-12.913567,-79.748817
11059818911.01,-23.164593,110.36108,-13.806634,-170.3168,-12.881942,-79.622345
11059818918.524,-23.206497,110.15286,-13.822211,-170.21089,-12.883337,-79.682922
11059818926.038,-23.222097,110.43639,-13.810499,-170.27974,-12.888838,-79.642952
11059818933.552,-23.143988,110.38949,-13.817145,-170.32095,-12.876715,-79.634964
11059818941.066,-23.203884,109.98379,-13.80547,-170.28259,-12.90548,-79.570877
11059818948.579,-23.258806,109.78719,-13.806842,-170.61697,-12.905107,-79.635902
11059818956.093,-23.299595,109.67748,-13.794892,-170.68153,-12.904143,-79.522186
11059818963.607,-23.360546,109.81678,-13.804758,-170.69121,-12.907573,-79.623009
11059818971.121,-23.314793,109.76994,-13.771906,-170.60434,-12.905022,-79.573334
11059818978.635,-23.292904,109.87872,-13.78856,-170.64719,-12.905881,-79.698357
11059818986.149,-23.301577,109.97091,-13.801615,-170.55232,-12.905062,-79.673248
11059818993.662,-23.258512,109.96823,-13.805773,-170.50807,-12.877675,-79.712852
11059819001.176,-23.261465,110.14418,-13.797967,-170.52536,-12.880672,-79.799576
11059819008.69,-23.176044,110.17216,-13.808838,-170.33281,-12.851443,-79.840363
11059819016.204,-23.160303,110.63335,-13.806931,-170.31982,-12.85231,-79.791931
11059819023.718,-23.227858,109.85946,-13.786215,-170.382,-12.874223,-79.820839
11059819031.231,-23.2899,109.63392,-13.803716,-170.47377,-12.875154,-79.712105
11059819038.745,-23.287556,109.94419,-13.773692,-170.5891,-12.879306,-79.697334
11059819046.259,-23.304325,109.50839,-13.761689,-170.77715,-12.875505,-79.68499
11059819053.773,-23.436548,109.60654,-13.77897,-170.81006,-12.885489,-79.597252
11059819061.287,-23.382378,109.10894,-13.766948,-170.94649,-12.889772,-79.727737
11059819068.8,-23.361341,109.56477,-13.761999,-170.82614,-12.890919,-79.69487
11059819076.314,-23.39802,109.57082,-13.774095,-170.78406,-12.882229,-79.654022
11059819083.828,-23.325758,109.57776,-13.791427,-170.63884,-12.864081,-79.753853
11059819091.342,-23.288147,109.86877,-13.79476,-170.62077,-12.866756,-79.89579
11059819098.856,-23.317923,109.48302,-13.801145,-170.62584,-12.885663,-79.795097
11059819106.37,-23.327066,109.57539,-13.799382,-170.52228,-12.854603,-79.799644
11059819113.883,-23.312284,109.98038,-13.784674,-170.73062,-12.849372,-79.896667
11059819121.397,-23.333584,109.35198,-13.795225,-170.70549,-12.819845,-79.794121
11059819128.911,-23.416656,109.72203,-13.78917,-170.66949,-12.854192,-79.817116
11059819136.425,-23.431219,109.21363,-13.775311,-170.99133,-12.868633,-79.797302
11059819143.939,-23.475582,109.37376,-13.75808,-170.92975,-12.863723,-79.84684
11059819151.452,-23.427269,109.26082,-13.76574,-171.0174,-12.889212,-79.774506
11059819158.966,-23.50378,109.20969,-13.769567,-171.00685,-12.874653,-79.740028
11059819166.48,-23.420012,109.15486,-13.774128,-171.02748,-12.865355,-79.680527
11059819173.994,-23.448679,109.48491,-13.759827,-171.0576,-12.858789,-79.777718
11059819181.508,-23.427504,109.61228,-13.782185,-170.76556,-12.843524,-79.792351
11059819189.021,-23.367668,109.21816,-13.771438,-170.78123,-12.833047,-79.773216
11059819196.535,-23.367676,109.21716,-13.777946,-170.76637,-12.828543,-79.891678
11059819204.049,-23.338865,109.44044,-13.775514,-170.63895,-12.819036,-79.969879
11059819211.563,-23.375292,109.42391,-13.77662,-170.89668,-12.824718,-79.889397
11059819219.077,-23.427296,109.31404,-13.78029,-170.84361,-12.83954,-79.792618
11059819226.591,-23.365282,109.25253,-13.757647,-170.95746,-12.853459,-79.725166
11059819234.104,-23.432384,108.86248,-13.73753,-171.08736,-12.85178,-79.793846
11059819241.618,-23.497833,108.82019,-13.743605,-171.1657,-12.840561,-79.838936
11059819249.132,-23.488054,108.80467,-13.734437,-171.33617,-12.875126,-79.745682
11059819256.646,-23.462704,109.11707,-13.754994,-171.21297,-12.850398,-79.789886
11059819264.16,-23.504034,108.81969,-13.751137,-171.26733,-12.870778,-79.790421
11059819271.673,-23.455536,108.94879,-13.750805,-171.04129,-12.840293,-79.809982
11059819279.187,-23.475739,109.00756,-13.770988,-171.02061,-12.838719,-79.967026
11059819286.701,-23.42078,109.6338,-13.756642,-170.85535,-12.814111,-79.923851
11059819294.215,-23.418316,109.35268,-13.757181,-170.99516,-12.810062,-80.01606
11059819301.729,-23.409615,109.00101,-13.776528,-171.09923,-12.81161,-79.960808
11059819309.242,-23.431662,109.38113,-13.757815,-170.92511,-12.828303,-79.90799
11059819316.756,-23.436169,109.25774,-13.762951,-171.0992,-12.846577,-79.782867
11059819324.27,-23.502316,108.76334,-13.737112,-171.31384,-12.827896,-79.808105
11059819331.784,-23.599112,109.025,-13.739985,-171.21823,-12.838763,-79.857887
11059819339.298,-23.588976,108.59025,-13.733005,-171.39861,-12.841617,-79.738052
11059819346.812,-23.625956,108.54327,-13.714167,-171.49232,-12.839805,-79.839226
11059819354.325,-23.570429,108.68031,-13.717843,-171.37198,-12.832663,-79.747864
11059819361.839,-23.537678,109.10011,-13.737816,-171.33826,-12.822223,-79.85318
11059819369.353,-23.533752,108.82616,-13.741385,-171.09752,-12.817024,-79.959679
11059819376.867,-23.493307,109.09112,-13.74416,-171.18633,-12.808904,-79.854347
11059819384.381,-23.491167,109.10063,-13.739347,-171.1687,-12.810148,-80.004356
11059819391.894,-23.51877,109.02271,-13.751884,-171.14835,-12.802746,-80.041618
11059819399.408,-23.515371,108.58846,-13.755245,-171.25798,-12.80036,-80.011559
11059819406.922,-23.524082,109.10626,-13.736491,-171.03201,-12.784298,-80.010254
11059819414.436,-23.53002,108.57897,-13.720945,-171.27789,-12.820473,-80.030823
11059819421.95,-23.578457,108.10076,-13.706676,-171.56326,-12.830888,-79.861336
11059819429.463,-23.600386,108.32394,-13.721852,-171.49278,-12.819455,-79.977989
11059819436.977,-23.649158,108.28262,-13.707737,-171.42676,-12.853051,-79.949837
11059819444.491,-23.631054,108.45518,-13.718266,-171.54121,-12.81459,-79.865601
11059819452.005,-23.62879,108.43745,-13.725656,-171.42183,-12.808505,-79.880898
11059819459.519,-23.603672,108.59336,-13.721503,-171.50883,-12.819592,-80.006538
11059819467.032,-23.567852,108.52264,-13.728745,-171.29985,-12.801005,-80.090828
11059819474.546,-23.581358,108.94449,-13.773238,-171.22847,-12.806848,-80.078873
11059819482.06,-23.523388,108.91203,-13.73392,-171.38451,-12.778795,-80.180054
11059819489.574,-23.470594,108.48112,-13.729359,-171.36493,-12.800784,-80.128128
11059819497.088,-23.588617,108.56403,-13.734692,-171.33192,-12.793846,-80.116188
11059819504.602,-23.659796,108.29648,-13.727592,-171.46834,-12.788977,-80.121056
11059819512.115,-23.637745,107.67091,-13.730879,-171.62584,-12.818385,-80.043526
11059819519.629,-23.658579,108.32481,-13.703963,-171.66072,-12.801188,-79.998322
11059819527.143,-23.712444,108.13712,-13.703105,-171.72789,-12.80648,-80.004257
11059819534.657,-23.668768,107.82507,-13.694564,-171.75851,-12.813798,-80.043381
11059819542.171,-23.712492,108.2193,-13.714583,-171.79782,-12.818922,-80.029549
11059819549.684,-23.672646,108.00665,-13.718565,-171.75819,-12.812448,-80.045502
11059819557.198,-23.656315,108.43502,-13.739182,-171.61307,-12.808177,-80.136124
11059819564.712,-23.661842,108.76046,-13.726212,-171.55493,-12.770222,-80.088104
11059819572.226,-23.623077,108.60989,-13.709671,-171.39389,-12.786015,-80.138374
11059819579.74,-23.665432,108.44371,-13.709144,-171.44066,-12.785376,-80.110771
11059819587.253,-23.619474,108.11803,-13.722627,-171.58614,-12.766267,-80.13002
11059819594.767,-23.667702,108.54,-13.709279,-171.58327,-12.791195,-80.152046
11059819602.281,-23.688889,107.71464,-13.710413,-171.5498,-12.779476,-80.050591
11059819609.795,-23.753345,107.97124,-13.685921,-171.65306,-12.796858,-80.089966
11059819617.309,-23.775124,108.02594,-13.683887,-171.83298,-12.80249,-80.055328
11059819624.823,-23.76787,107.67399,-13.665068,-171.83322,-12.80944,-79.914009
11059819632.336,-23.719009,108.08315,-13.683846,-171.98541,-12.815115,-80.035408
11059819639.85,-23.710579,108.05367,-13.695636,-171.85851,-12.804931,-80.077591
11059819647.364,-23.759953,108.05874,-13.710754,-171.91058,-12.789276,-80.040779
11059819654.878,-23.682503,108.23703,-13.695692,-171.6815,-12.752086,-80.140495
11059819662.392,-23.660013,107.99014,-13.705714,-171.58266,-12.763211,-80.295143
11059819669.905,-23.638964,108.26807,-13.711271,-171.61508,-12.767455,-80.1036
11059819677.419,-23.682903,108.10336,-13.703825,-171.69398,-12.766027,-80.118706
11059819684.933,-23.6999,108.10699,-13.686853,-171.67828,-12.759879,-80.248169
11059819692.447,-23.660879,107.8082,-13.696785,-171.76208,-12.785811,-80.181412
11059819699.961,-23.736246,107.66308,-13.694813,-172.01793,-12.762424,-80.052643
11059819707.474,-23.766674,107.38418,-13.666251,-172.06693,-12.776955,-80.029869
11059819714.988,-23.76263,107.06779,-13.655914,-172.12288,-12.790426,-80.054596
11059819722.502,-23.829813,107.65237,-13.682305,-172.06236,-12.771205,-80.120064
11059819730.016,-23.796463,107.80771,-13.6866,-172.0331,-12.768806,-80.006004
11059819737.53,-23.824873,107.7621,-13.673932,-171.94572,-12.766793,-80.090477
11059819745.044,-23.785349,107.58459,-13.696134,-172.10536,-12.774394,-80.310669
11059819752.557,-23.741968,108.15624,-13.674301,-171.82762,-12.76046,-80.194992
11059819760.071,-23.70677,108.0218,-13.688193,-171.85191,-12.763693,-80.149872
11059819767.585,-23.751472,107.93653,-13.702541,-171.92313,-12.755367,-80.344482
11059819775.099,-23.75547,107.72451,-13.66818,-171.87648,-12.735449,-80.325508
11059819782.613,-23.739491,107.90168,-13.70987,-171.81831,-12.752072,-80.169167
11059819790.126,-23.808441,107.59547,-13.695374,-171.96634,-12.751749,-80.235451
11059819797.64,-23.813114,107.17505,-13.673069,-172.15544,-12.769801,-80.143356
11059819805.154,-23.867561,107.56079,-13.661516,-172.21736,-12.770841,-80.256325
11059819812.668,-23.884766,107.34882,-13.6715,-172.19518,-12.766325,-80.200645
11059819820.182,-23.87785,107.15213,-13.659816,-172.24611,-12.778969,-80.153313
11059819827.695,-23.888403,107.41276,-13.679371,-172.18498,-12.767851,-80.09877
11059819835.209,-23.855978,107.69845,-13.672559,-172.27582,-12.741133,-80.35511
11059819842.723,-23.815222,107.59156,-13.678537,-172.10266,-12.742324,-80.270607
11059819850.237,-23.80328,107.35783,-13.703209,-172.1515,-12.731496,-80.269112
11059819857.751,-23.809875,107.70151,-13.682017,-172.00526,-12.745195,-80.386749
11059819865.265,-23.783607,107.54964,-13.700816,-172.08832,-12.722527,-80.425026
11059819872.778,-23.781517,107.27706,-13.658454,-172.20406,-12.741338,-80.327461
11059819880.292,-23.82794,107.48294,-13.654316,-172.12552,-12.757215,-80.430016
11059819887.806,-23.908243,107.37857,-13.651832,-172.11899,-12.754454,-80.266907
11059819895.32,-23.894716,106.73499,-13.673068,-172.45428,-12.760906,-80.300941
11059819902.834,-23.945871,107.03055,-13.655398,-172.49625,-12.768684,-80.14843
11059819910.347,-24.000174,107.14106,-13.684918,-172.29736,-12.761611,-80.169701
11059819917.861,-23.954813,107.10031,-13.635647,-172.35547,-12.752865,-80.312866
11059819925.375,-23.905424,107.15549,-13.656161,-172.27286,-12.759459,-80.210724
11059819932.889,-23.87154,107.28786,-13.668264,-172.21866,-12.731767,-80.295647
11059819940.403,-23.899696,107.1827,-13.665591,-172.00945,-12.72957,-80.315758
11059819947.916,-23.90167,107.65201,-13.677221,-172.26695,-12.727264,-80.348763
11059819955.43,-23.87421,107.39914,-13.677941,-172.32936,-12.713742,-80.43177
11059819962.944,-23.874874,107.71833,-13.667423,-172.23302,-12.723085,-80.494736
11059819970.458,-23.874052,106.9028,-13.680202,-172.23262,-12.72927,-80.290955
11059819977.972,-23.923134,107.15299,-13.681523,-172.33813,-12.736639,-80.242325
11059819985.486,-23.97035,106.86787,-13.649543,-172.41911,-12.767532,-80.369843
11059819992.999,-23.976391,106.62437,-13.636854,-172.49977,-12.731337,-80.329956
11059820000.513,-23.990953,106.86067,-13.644925,-172.423,-12.741427,-80.23893
11059820008.027,-24.027739,107.29347,-13.655049,-172.50642,-12.745583,-80.287422
11059820015.541,-23.975611,106.84764,-13.635939,-172.51631,-12.734441,-80.339653
11059820023.055,-23.990597,107.05469,-13.646183,-172.47427,-12.741585,-80.337753
11059820030.568,-23.936771,107.57336,-13.640034,-172.32123,-12.707582,-80.417503
11059820038.082,-23.935183,107.25403,-13.65645,-172.45432,-12.706612,-80.448479
11059820045.596,-23.860971,107.22431,-13.66286,-172.33165,-12.699939,-80.47596
11059820053.11,-23.930111,107.27998,-13.660671,-172.37515,-12.71062,-80.563248
11059820060.624,-24.004755,106.98145,-13.639235,-172.41298,-12.702083,-80.594025
11059820068.137,-23.954882,106.92006,-13.649214,-172.59483,-12.711063,-80.437904
11059820075.651,-23.973318,106.7921,-13.649871,-172.69424,-12.73248,-80.455467
11059820083.165,-24.062359,106.76743,-13.637687,-172.57825,-12.727287,-80.44072
11059820090.679,-24.066555,106.32027,-13.64746,-172.62154,-12.730673,-80.447823
11059820098.193,-24.062452,106.19719,-13.634001,-172.79222,-12.732869,-80.264069
11059820105.707,-24.032898,106.55748,-13.61423,-172.69368,-12.717513,-80.339516
11059820113.22,-24.041752,106.77835,-13.632802,-172.54321,-12.704348,-80.349869
11059820120.734,-23.95627,106.75469,-13.639625,-172.61589,-12.707478,-80.308891
11059820128.248,-24.004793,106.5966,-13.647967,-172.48848,-12.692702,-80.498146
11059820135.762,-23.952059,106.78764,-13.647306,-172.46193,-12.689833,-80.483574
11059820143.276,-23.965258,106.62028,-13.642278,-172.52696,-12.689948,-80.448418
11059820150.789,-24.0187,106.67336,-13.650649,-172.60283,-12.703864,-80.526657
11059820158.303,-23.990749,106.54048,-13.661814,-172.6369,-12.706399,-80.534004
11059820165.817,-24.032181,106.71541,-13.632923,-172.58247,-12.718879,-80.418083
11059820173.331,-24.084909,106.74769,-13.633091,-172.74049,-12.703403,-80.508232
11059820180.845,-24.109104,106.0953,-13.640829,-172.96254,-12.721654,-80.389412
11059820188.358,-24.109425,106.18795,-13.629442,-172.92503,-12.704613,-80.448219
11059820195.872,-24.136913,106.191,-13.620949,-172.92145,-12.704992,-80.36969
11059820203.386,-24.055237,106.54303,-13.621649,-172.73233,-12.691254,-80.479813
11059820210.9,-24.096098,106.44105,-13.640939,-172.7453,-12.710741,-80.434738
11059820218.414,-24.072882,106.54251,-13.62641,-172.74741,-12.677667,-80.530304
11059820225.928,-24.063379,106.5115,-13.639071,-172.65602,-12.687813,-80.551949
11059820233.441,-24.066978,106.97555,-13.637315,-172.6161,-12.697442,-80.589592
11059820240.955,-24.064913,106.12941,-13.650218,-172.6655,-12.688544,-80.676804
11059820248.469,-24.067724,106.89113,-13.634506,-172.78511,-12.698997,-80.659912
11059820255.983,-24.072317,106.38401,-13.636865,-172.6442,-12.679599,-80.604065
11059820263.497,-24.105253,106.30672,-13.633075,-172.98221,-12.693972,-80.618629
11059820271.01,-24.173304,106.13128,-13.604004,-173.01785,-12.692934,-80.433678
11059820278.524,-24.178087,106.04089,-13.602379,-172.99496,-12.703472,-80.489342
11059820286.038,-24.19824,106.28806,-13.616097,-173.02698,-12.700233,-80.453812
11059820293.552,-24.212902,105.66695,-13.610864,-173.05246,-12.70335,-80.458527
11059820301.066,-24.201284,106.01114,-13.631927,-173.02669,-12.683622,-80.577744
11059820308.579,-24.140457,105.97844,-13.62282,-172.94684,-12.692269,-80.516937
11059820316.093,-24.159412,106.34547,-13.62239,-172.91177,-12.692689,-80.652321
11059820323.607,-24.107128,106.3449,-13.624346,-172.74883,-12.683332,-80.577698
11059820331.121,-24.087486,106.32623,-13.613162,-172.80426,-12.671897,-80.517181
11059820338.635,-24.142673,106.56087,-13.630431,-172.74634,-12.681486,-80.601189
11059820346.149,-24.113037,106.47395,-13.627172,-172.79695,-12.666785,-80.58873
11059820353.662,-24.157013,105.88014,-13.628005,-172.91788,-12.679669,-80.524834
11059820361.176,-24.200176,106.21335,-13.61016,-173.24521,-12.697108,-80.540558
11059820368.69,-24.222433,105.85515,-13.61777,-173.22719,-12.683139,-80.667236
11059820376.204,-24.262276,105.94241,-13.627595,-173.22658,-12.674622,-80.510841
11059820383.718,-24.211689,105.67651,-13.591393,-172.97763,-12.704287,-80.559334
11059820391.231,-24.267082,105.90974,-13.602879,-173.27264,-12.684977,-80.587463
11059820398.745,-24.251125,106.06718,-13.605086,-173.07124,-12.701809,-80.595154
11059820406.259,-24.174496,105.86756,-13.614065,-172.94516,-12.673116,-80.597351
11059820413.773,-24.152401,106.40209,-13.635985,-173.05609,-12.658549,-80.661545
11059820421.287,-24.168688,106.04813,-13.61796,-172.97791,-12.669736,-80.743912
11059820428.8,-24.172035,106.20087,-13.614837,-172.90111,-12.66505,-80.790833
11059820436.314,-24.170746,106.32326,-13.608524,-172.83792,-12.678346,-80.743172
11059820443.828,-24.181887,106.08681,-13.614127,-173.08319,-12.680017,-80.727127
11059820451.342,-24.197641,105.43822,-13.597768,-173.13443,-12.688207,-80.591278
11059820458.856,-24.255873,105.44724,-13.5923,-173.31061,-12.674642,-80.682404
11059820466.37,-24.257154,105.60948,-13.585978,-173.28848,-12.691091,-80.500343
11059820473.883,-24.28142,105.31821,-13.589527,-173.3887,-12.696301,-80.492477
11059820481.397,-24.292727,105.77164,-13.599712,-173.26666,-12.681578,-80.595886
11059820488.911,-24.231838,105.85473,-13.583743,-173.44012,-12.681527,-80.764534
11059820496.425,-24.180347,105.60573,-13.597024,-173.32501,-12.669261,-80.622147
11059820503.939,-24.252644,105.37011,-13.595969,-173.35715,-12.662008,-80.732063
11059820511.452,-24.187826,106.49451,-13.606457,-173.21306,-12.658317,-80.820808
11059820518.966,-24.22901,105.88242,-13.605257,-173.03169,-12.656194,-80.750061
11059820526.48,-24.283388,106.09372,-13.589963,-173.15271,-12.660808,-80.694229
11059820533.994,-24.251863,105.92245,-13.579305,-173.16144,-12.660816,-80.857452
11059820541.508,-24.310013,105.62417,-13.595305,-173.27255,-12.671031,-80.709122
11059820549.021,-24.341993,105.54797,-13.587315,-173.40227,-12.665083,-80.640373
11059820556.535,-24.372334,105.71358,-13.582271,-173.494,-12.668236,-80.57608
11059820564.049,-24.380426,105.25999,-13.591627,-173.4399,-12.666639,-80.668396
11059820571.563,-24.310043,105.74819,-13.583402,-173.39876,-12.659328,-80.68647
11059820579.077,-24.302301,105.40247,-13.583833,-173.54044,-12.675228,-80.570808
11059820586.591,-24.358456,105.21425,-13.563914,-173.48886,-12.661302,-80.745338
11059820594.104,-24.306356,105.75262,-13.599064,-173.32991,-12.661525,-80.816582
11059820601.618,-24.271421,105.88002,-13.591772,-173.33566,-12.636105,-80.743965
11059820609.132,-24.23295,106.07549,-13.617455,-173.35847,-12.630062,-80.887627
11059820616.646,-24.331879,105.82133,-13.589238,-173.34499,-12.630989,-80.898476
11059820624.16,-24.304243,105.69786,-13.585028,-173.37332,-12.62957,-80.839233
11059820631.673,-24.330894,105.69738,-13.57454,-173.40508,-12.644176,-80.773949
11059820639.187,-24.369745,105.59454,-13.59985,-173.38362,-12.643373,-80.728455
11059820646.701,-24.404018,105.89117,-13.574525,-173.61006,-12.659987,-80.711891
11059820654.215,-24.388777,104.68974,-13.554142,-173.80971,-12.650591,-80.692169
11059820661.729,-24.384933,105.29038,-13.56995,-173.68126,-12.651448,-80.645386
11059820669.242,-24.382608,104.96599,-13.579855,-173.58673,-12.664194,-80.726784
11059820676.756,-24.385017,105.2635,-13.554351,-173.42776,-12.67135,-80.73909
11059820684.27,-24.395512,105.41945,-13.584185,-173.51341,-12.643224,-80.757782
11059820691.784,-24.32708,105.60588,-13.597425,-173.49196,-12.649384,-80.924721
11059820699.298,-24.317627,105.28061,-13.5952,-173.54486,-12.630258,-80.905457
11059820706.812,-24.313803,105.41541,-13.589272,-173.44344,-12.628722,-80.901505
11059820714.325,-24.288273,105.63539,-13.573496,-173.45267,-12.631669,-80.831711
11059820721.839,-24.338848,105.3329,-13.596418,-173.36893,-12.632142,-80.90448
11059820729.353,-24.414759,105.36266,-13.579396,-173.43327,-12.647878,-80.930878
11059820736.867,-24.374004,105.31667,-13.553067,-173.47978,-12.627762,-80.846001
11059820744.381,-24.446278,105.11535,-13.563114,-173.68178,-12.658031,-80.820015
11059820751.894,-24.489872,104.54058,-13.586466,-173.82057,-12.648764,-80.740097
11059820759.408,-24.424465,104.71867,-13.556133,-173.81252,-12.645562,-80.808594
11059820766.922,-24.422844,105.10118,-13.563361,-173.7238,-12.644794,-80.678696
11059820774.436,-24.47596,105.14109,-13.559985,-173.75941,-12.635439,-80.733513
11059820781.95,-24.391136,105.31095,-13.566615,-173.63194,-12.621499,-80.880386
11059820789.463,-24.409082,105.58511,-13.567971,-173.6232,-12.61303,-80.934021
